                                        The Restaurant - Description of the internal state
 Chef Waiter  Stu0  Stu1  Stu2  Stu3  Stu4  Stu5  Stu6   NCourse   NPortion                      Table
CLSSV WTFPT  CHTWC CHTWC CHTWC CHTWC CHTWC EJYML CHTWC      3          6         4     2     3     5     1     0     6    
CLSSV WTFPT  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          6         4     2     3     5     1     0     6    
CLSSV APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          6         4     2     3     5     1     0     6    
CLSSV APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          6         4     2     3     5     1     0     6    
CLSSV APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          6         4     2     3     5     1     0     6    
CLSSV APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC EJYML      3          7         4     2     3     5     1     0     6    
DLVPT WTFPT  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      1          3         5     3     4     1     0     6     2    
DLVPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      1          3         5     3     4     1     0     6     2    
DLVPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      1          3         5     3     4     1     0     6     2    
DLVPT WTFPT  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      1          3         5     3     4     1     0     6     2    
DLVPT WTFPT  CHTWC CHTWC CHTWC CHTWC EJYML CHTWC CHTWC      1          4         5     3     4     1     0     6     2    
DSHPT WTFPT  CHTWC CHTWC CHTWC CHTWC EJYML CHTWC CHTWC      1          4         5     3     4     1     0     6     2    
DLVPT WTFPT  CHTWC CHTWC CHTWC CHTWC EJYML CHTWC CHTWC      1          4         5     3     4     1     0     6     2    
CLSSV APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          7         4     2     3     5     1     0     6    
CLSSV APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC PYTBL      3          7         4     2     3     5     1     0     6    
CLSSV PRCBL  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC PYTBL      3          7         4     2     3     5     1     0     6    
CLSSV RECPM  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC PYTBL      3          7         4     2     3     5     1     0     6    
CLSSV APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC PYTBL      3          7         4     2     3     5     1     0     6    
CLSSV APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC PYTBL      3          7         4     2     3     5     1     0     6    
CLSSV APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC PYTBL      3          7         4     2     3     5     1     0     6    
DLVPT WTFPT  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      1          4         5     3     4     1     0     6     2    
DLVPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      1          4         5     3     4     1     0     6     2    
DLVPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      1          4         5     3     4     1     0     6     2    
DLVPT WTFPT  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      1          4         5     3     4     1     0     6     2    
DLVPT WTFPT  CHTWC CHTWC CHTWC EJYML CHTWC CHTWC CHTWC      1          5         5     3     4     1     0     6     2    
DSHPT WTFPT  CHTWC CHTWC CHTWC EJYML CHTWC CHTWC CHTWC      1          5         5     3     4     1     0     6     2    
DLVPT WTFPT  CHTWC CHTWC CHTWC EJYML CHTWC CHTWC CHTWC      1          5         5     3     4     1     0     6     2    
PRPCS WTFPT  CHTWC CHTWC CHTWC EJYML CHTWC CHTWC CHTWC      1          5         5     3     4     1     0     6     2    
DSHPT WTFPT  CHTWC CHTWC CHTWC EJYML CHTWC CHTWC CHTWC      1          5         5     3     4     1     0     6     2    
DLVPT WTFPT  CHTWC CHTWC CHTWC EJYML CHTWC CHTWC CHTWC      1          5         5     3     4     1     0     6     2    
DLVPT WTFPT  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      1          5         5     3     4     1     0     6     2    
DLVPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      1          5         5     3     4     1     0     6     2    
DLVPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      1          5         5     3     4     1     0     6     2    
